2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.address`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.address` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.automotive`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.automotive` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.bank`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Specified locale `en_US` is not available for provider `faker.providers.bank`. Locale reset to `en_GB` for this provider.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.barcode`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.barcode` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.color`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.color` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.company`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.company` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.credit_card`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.credit_card` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.currency`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.currency` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.date_time`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.date_time` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.doi` does not feature localization. Specified locale `en_US` is not used for this provider.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.emoji` does not feature localization. Specified locale `en_US` is not used for this provider.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.file` does not feature localization. Specified locale `en_US` is not used for this provider.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.geo`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.geo` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.internet`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.internet` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.isbn`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.isbn` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.job`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.job` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.lorem`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.lorem` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.misc`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.misc` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.passport`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.passport` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.person`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.person` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.phone_number`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.phone_number` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.profile` does not feature localization. Specified locale `en_US` is not used for this provider.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.python` does not feature localization. Specified locale `en_US` is not used for this provider.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.sbn` does not feature localization. Specified locale `en_US` is not used for this provider.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Looking for locale `en_US` in provider `faker.providers.ssn`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.ssn` has been localized to `en_US`.
2026-07-06 09:21:36 | DEBUG    | faker.factory             | Provider `faker.providers.user_agent` does not feature localization. Specified locale `en_US` is not used for this provider.
2026-07-06 09:21:36 | DEBUG    | data_processor            | Métricas reales encontradas para EfficientNetB0
2026-07-06 09:21:36 | WARNING  | data_processor            | Modelo 'NonExistentModel123' no encontrado en métricas; usando datos simulados
2026-07-06 09:21:36 | DEBUG    | data_processor            | Métricas reales encontradas para CustomModel
2026-07-06 09:21:36 | DEBUG    | metrics_calculator        | McNemar ModelA vs ModelB: chi2=30.3602 p=0.000000 sig=True
2026-07-06 09:21:36 | DEBUG    | metrics_calculator        | McNemar ModelA vs ModelC: chi2=2.8983 p=0.088674 sig=False
2026-07-06 09:21:36 | DEBUG    | metrics_calculator        | McNemar ModelB vs ModelC: chi2=14.3503 p=0.000152 sig=True
2026-07-06 09:21:36 | DEBUG    | metrics_calculator        | McNemar ModelA vs ModelB: chi2=30.3602 p=0.000000 sig=True
2026-07-06 09:21:36 | DEBUG    | metrics_calculator        | McNemar ModelA vs ModelC: chi2=2.8983 p=0.088674 sig=False
2026-07-06 09:21:36 | DEBUG    | metrics_calculator        | McNemar ModelB vs ModelC: chi2=14.3503 p=0.000152 sig=True
2026-07-06 09:21:36 | DEBUG    | metrics_calculator        | McNemar ModelA vs ModelB: chi2=30.3602 p=0.000000 sig=True
